,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,actual_income,predicted_income
5868,51, Private,320513, 7th-8th,4, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,50, Dominican-Republic, <=50K, <=50K
10753,25, Private,282313, 10th,6, Never-married, Handlers-cleaners, Own-child, Black, Male,40, United-States, <=50K, <=50K
13659,58, Local-gov,156649, 1st-4th,2, Widowed, Handlers-cleaners, Unmarried, Black, Male,40, United-States, <=50K, <=50K
12509,28, Private,108569, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,43, United-States, <=50K, >50K
5960,38, State-gov,107164, Some-college,10, Separated, Exec-managerial, Own-child, White, Male,40, United-States, <=50K, <=50K
17929,29, Self-emp-inc,187450, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K, >50K
4546,40, Self-emp-not-inc,242082, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K, >50K
14753,32, Private,239150, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,40, United-States, <=50K, <=50K
7393,50, Self-emp-not-inc,36480, 10th,6, Divorced, Craft-repair, Not-in-family, White, Male,45, United-States, <=50K, <=50K
30322,41, Private,124692, Some-college,10, Married-civ-spouse, Exec-managerial, Own-child, White, Male,40, United-States, >50K, <=50K
31354,57, Private,116878, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, Italy, <=50K, <=50K
27825,24, Private,227594, Some-college,10, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K, <=50K
22013,35, Private,38294, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, <=50K
10949,46, Private,164733, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,41, United-States, <=50K, >50K
20716,39, Private,80324, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,62, United-States, >50K, >50K
15794,38, Private,143538, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K, <=50K
26525,39, Private,181705, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, <=50K, <=50K
20245,69, Local-gov,660461, HS-grad,9, Widowed, Adm-clerical, Not-in-family, Black, Female,20, United-States, <=50K, <=50K
27799,33, Self-emp-not-inc,108438, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K, <=50K
7632,62, State-gov,221558, Masters,14, Separated, Prof-specialty, Unmarried, White, Female,24,ffill, <=50K, <=50K
21547,19, Federal-gov,215891, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,10, United-States, <=50K, <=50K
25676,57, Self-emp-not-inc,165922, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K, <=50K
18235,27, Private,91189, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K, <=50K
20605,27, Local-gov,151626, HS-grad,9, Never-married, Prof-specialty, Own-child, Black, Female,40, United-States, <=50K, <=50K
12026,45, Private,217654, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, Germany, >50K, <=50K
11887,43, Private,177083, Some-college,10, Divorced, Tech-support, Unmarried, White, Female,30, United-States, <=50K, <=50K
31726,43, Private,341358, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K, <=50K
16865,35, Private,187693, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K, <=50K
4825,47, Private,168232, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,44, United-States, >50K, <=50K
10083,34, Self-emp-not-inc,152493, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,70, United-States, <=50K, <=50K
12306,22, Private,166371, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K, <=50K
5384,23, State-gov,142547, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K, <=50K
13144,47, Private,171807, HS-grad,9, Divorced, Sales, Unmarried, White, Female,45, United-States, <=50K, <=50K
30296,33, Private,196898, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K, <=50K
29434,67,ffill,53588, HS-grad,9, Widowed,ffill, Not-in-family, White, Female,40, United-States, <=50K, <=50K
8586,40, Private,53506, Bachelors,13, Divorced, Craft-repair, Own-child, White, Female,40, United-States, <=50K, <=50K
29184,23, Private,314894, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,45, United-States, <=50K, <=50K
5977,37, Self-emp-inc,107164, 10th,6, Never-married, Transport-moving, Not-in-family, White, Male,50, United-States, >50K, <=50K
1882,44, Self-emp-not-inc,246862, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, Italy, >50K, >50K
25642,53, Local-gov,248834, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, United-States, >50K, >50K
20044,35, Private,144322, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,50, United-States, <=50K, <=50K
4046,23, Private,291248, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, Black, Male,40, United-States, <=50K, <=50K
30619,30, Private,161690, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K, <=50K
15955,47, Local-gov,198660, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K, >50K
8195,23, Private,184255, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,40, United-States, <=50K, <=50K
2832,57, Self-emp-not-inc,353808, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, >50K, <=50K
20719,37, Self-emp-inc,199265, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, <=50K, >50K
30338,24, Private,220993, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, <=50K, <=50K
29502,50, Private,123174, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Black, Male,37,ffill, >50K, >50K
17297,25, Private,217006, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K, <=50K
13704,60, Private,33266, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, <=50K, <=50K
17918,35, Private,61343, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, <=50K, >50K
23954,29, Private,91547, Some-college,10, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K, <=50K
616,30, Private,369027, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,45, United-States, <=50K, <=50K
18331,32, Private,107218, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,40, United-States, <=50K, <=50K
11810,42, Self-emp-not-inc,32185, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, >50K, <=50K
18562,32, Private,390157, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,40, United-States, <=50K, <=50K
12904,65,ffill,299494, 11th,7, Married-civ-spouse,ffill, Husband, White, Male,40, United-States, <=50K, <=50K
10684,33, Private,112383, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K, >50K
21038,57, Self-emp-not-inc,84231, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,48, United-States, <=50K, <=50K
27965,66, Private,175558, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,20, Germany, <=50K, <=50K
21771,66, Private,313255, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,24, United-States, <=50K, >50K
23559,29, Private,176723, Some-college,10, Never-married, Sales, Unmarried, White, Female,25, United-States, <=50K, <=50K
23967,35, Private,162358, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,50, United-States, >50K, <=50K
15912,54, Private,227832, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K, <=50K
7389,42, Private,31251, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,37, United-States, <=50K, <=50K
24538,30, Private,209317, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,50, Dominican-Republic, <=50K, <=50K
9332,38, Private,104089, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K, <=50K
5454,55, Private,189664, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K, <=50K
2618,31, Private,124827, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K, <=50K
9580,33, Self-emp-not-inc,124187, Assoc-acdm,12, Never-married, Other-service, Not-in-family, Black, Male,32, United-States, <=50K, <=50K
20074,56, Local-gov,170217, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, <=50K
31988,28, Private,66095, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K, <=50K
9159,39, Private,175972, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,15, United-States, <=50K, <=50K
18751,46, Private,353219, 9th,5, Divorced, Other-service, Unmarried, White, Female,40, United-States, <=50K, <=50K
28467,30, Private,203488, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,50, United-States, <=50K, <=50K
540,44, Private,210525, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K, <=50K
11315,60, Private,80574, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,38, United-States, <=50K, <=50K
5760,42, Private,413297, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K, >50K
29583,30, Private,329425, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,48, United-States, <=50K, <=50K
13566,34, Private,186824, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,70, United-States, <=50K, <=50K
488,45, Local-gov,164427, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K, <=50K
6609,66, Local-gov,75134, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,25, United-States, <=50K, <=50K
7361,56, Private,179625, 10th,6, Separated, Other-service, Unmarried, White, Female,32, United-States, <=50K, <=50K
16081,40, Private,139193, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,48, United-States, <=50K, <=50K
20247,33, Private,197424, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K, >50K
15053,25, Private,81286, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K, <=50K
15970,48, Private,28497, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, <=50K
7095,45, Self-emp-not-inc,40666, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, <=50K, <=50K
13076,19, Private,198668, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K, <=50K
1199,50, Private,75472, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40,ffill, <=50K, <=50K
9554,38,ffill,129150, 10th,6, Separated,ffill, Own-child, White, Male,35, United-States, <=50K, <=50K
24355,62, Private,132917, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,20, United-States, <=50K, <=50K
9229,60, State-gov,152711, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K, >50K
5638,35, Private,176756, 12th,8, Married-civ-spouse, Other-service, Husband, Black, Male,40, United-States, <=50K, <=50K
25074,39, Private,176296, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, Black, Male,60, United-States, <=50K, <=50K
27888,36, Private,179488, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Male,40, Canada, <=50K, <=50K
16636,18,ffill,195981, HS-grad,9, Widowed,ffill, Own-child, White, Male,40, United-States, <=50K, <=50K
13670,55, Self-emp-not-inc,76901, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, >50K, >50K
25514,45, Private,20534, Some-college,10, Separated, Craft-repair, Not-in-family, White, Male,41, United-States, <=50K, <=50K
24189,39, Private,325374, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K, <=50K
1414,52, Self-emp-not-inc,173839, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, <=50K, <=50K
15239,44, Self-emp-not-inc,254303, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,45, United-States, <=50K, <=50K
9192,24, Private,237928, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,39, United-States, <=50K, <=50K
19265,45, Local-gov,144940, Masters,14, Divorced, Prof-specialty, Unmarried, Black, Female,40, United-States, <=50K, <=50K
29289,22,ffill,313786, HS-grad,9, Divorced,ffill, Other-relative, Black, Female,40, United-States, <=50K, <=50K
23764,30, Private,94245, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K, <=50K
3366,39, Private,33487, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K, <=50K
30396,40, Private,43711, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,45, United-States, <=50K, <=50K
21654,29, Private,238680, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,55, Outlying-US(Guam-USVI-etc), <=50K, <=50K
12173,47, Private,133758, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K, <=50K
25616,60, Private,205934, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,25, United-States, <=50K, <=50K
28093,34, Self-emp-inc,157466, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, United-States, <=50K, <=50K
17568,50, Local-gov,36489, 10th,6, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K, <=50K
6305,27, Private,104329, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K, <=50K
15253,60, Private,114263, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,40, Hungary, >50K, <=50K
24288,25, Self-emp-inc,90752, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,50, United-States, <=50K, <=50K
27870,23, Private,455361, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,40, Guatemala, <=50K, <=50K
8047,39, Private,191002, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,40, Poland, <=50K, <=50K
9203,58, Private,473836, 7th-8th,4, Widowed, Farming-fishing, Other-relative, White, Female,45, Guatemala, <=50K, <=50K
29318,44, Private,222635, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States, <=50K, <=50K
30956,41, Private,242586, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K, <=50K
25789,30, Private,113364, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, Poland, <=50K, <=50K
21723,49, State-gov,247378, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,20, United-States, <=50K, <=50K
31086,25,ffill,161235, Assoc-voc,11, Never-married,ffill, Own-child, White, Male,90, United-States, <=50K, <=50K
11932,40, Self-emp-inc,175696, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,51, United-States, <=50K, <=50K
